     1   -0.392    0.652     -0.014  0.010    -5.39    -0.28    -0.64     2.30
    -3   -0.534   -0.024      0.163  0.199    -9.02    -0.80     0.16     5.19
    -3   -0.691   -0.084      1.016  0.199    -5.09    -1.50     0.44     1.26
     2   -1.880    0.631     -1.701  0.006    -5.26    -1.86    -0.50     1.39
     2    0.394    0.093      0.162  0.006     2.78    -3.78     0.56     3.68
    -3   -0.372   -0.061      0.483  0.199    -2.55    -2.66     4.17     5.64
    -1   -0.442    0.074      0.610  0.010    -2.99    -2.16     7.06     8.27
     3   -0.396   -0.746     -2.739  0.199    -7.25   -11.15   -39.85    42.59
     2   -0.112    0.317     -1.062  0.006     1.08     2.01    -6.27     9.09
    -2    0.030    0.116      0.285  0.006     2.92    -0.12     2.65     6.60
     1   -0.176   -0.060     -0.038  0.010    -6.42    -1.78    -5.25    10.75
    -1   -0.020   -0.145      1.705  0.010    -0.08    -1.54    22.37    23.16
    -2   -0.366   -0.006     -0.070  0.006    -5.74    -1.40    -1.14     6.70
     1   -0.151   -0.074     -0.886  0.010    -0.85    -1.27    -8.81     9.88
     2   -0.222    0.504     -0.242  0.006    -0.48     5.76    -0.35     1.54
    -2   -0.087    1.542     -0.829  0.006    -0.62     4.67    -0.13     0.28
     2   -0.338    0.535      0.808  0.006    -3.42     4.67     0.04     0.08
     2   -1.237    1.109      1.102  0.006    -3.87     5.14     0.31     0.77
     2   -0.514    0.057      0.649  0.006    -6.00     4.51     2.90     3.93
    -2   -0.039   -0.356      0.237  0.006    -2.73    -2.94     1.75     4.38
     2   -0.134    0.114      0.034  0.006    -0.78     5.10     5.67    11.04
     3   -0.003    0.213      1.096  0.199     1.80     5.81    21.71    23.51
    -1   -0.058   -0.062      0.000  0.010    -2.80     3.28    -2.88     6.06
     2    0.198    0.411     -0.599  0.006     2.02     4.27    -2.53     3.43
    -3   -0.064    0.302     -0.483  0.199    -2.01     4.93    -6.89     8.43
     1    0.231    0.071     -0.475  0.010     3.00     1.20    -4.99     6.08
    -2   -0.650   -0.001     -0.204  0.006    -1.20     1.25    -2.43     6.13
     2    0.200   -0.119      0.735  0.006     5.13    -1.42    25.57    28.14
    -2    0.109   -0.486      0.299  0.006     3.09    -2.96    -0.27     1.48
    -1   -0.393   -0.133      0.805  0.010    -4.07    -0.32     3.58     4.92
     2   -0.109    0.019      0.416  0.006    -5.12    -2.61     6.41     9.49
     3    0.220   -0.594     -0.802  0.199    -0.83    -5.21    -2.27     4.83
    -1    0.023    0.005     -0.050  0.010     3.63    -4.77     1.24     4.35
     2    0.084    0.374      0.144  0.006     4.26     4.65     0.03     0.08
    -2    1.904    1.251      1.086  0.006     4.26     4.65     0.03     0.08
    -1   -0.231   -0.857      1.369  0.010    -0.03    -5.70     9.45    12.48
     2    0.198   -0.395      0.484  0.006    -0.67    -0.76    10.77    12.22
    -1   -0.059   -0.385      0.114  0.010     0.24    -5.25     0.59     3.98
    -1    0.341   -0.659      0.350  0.010     0.22    -2.98     0.23     1.33
    -2   -0.007   -0.086      0.658  0.006     5.42    -2.22    40.11    40.91
    -2    0.001   -0.024      0.126  0.006    -2.72    -1.87    -0.96     3.40
     3   -0.322    0.357      0.694  0.199    -0.54     2.07     1.50     4.98
    -2   -0.458   -0.165      0.592  0.006    -6.02    -1.12     1.06     1.58
    -2   -0.434   -0.478      0.463  0.006    -5.50    -1.15     0.19     0.50
    -1   -0.247    0.046      0.140  0.010    -5.19    -0.92     0.03     0.08
     2   -0.183   -0.030     -0.052  0.006    -4.92    -2.32     2.02     3.06
    -2    0.035   -0.870      0.084  0.006    -4.15    -3.19     0.34     2.60
     3    0.750   -0.279     -0.810  0.199     5.45    -2.77    -1.80     3.08
    -1    1.165   -0.994     -0.541  0.010     5.15    -2.08    -0.46     1.85
    -1    0.065    0.069     -0.117  0.010    -0.40    -1.44    -7.93    10.56
     3   -0.369   -0.381      0.631  0.199    -2.77    -2.50     1.64     2.31
    -1   -0.076    0.032     -0.107  0.010    -5.00     9.78    -4.57    16.19
    -1   -0.296    0.101      0.591  0.010    -3.26    -0.23     6.62     7.37
    -2   -0.303    0.081     -0.242  0.006    -2.59    -1.90    -0.73     3.40
     1   -0.783   -0.383      0.646  0.010    -1.35    -0.69     1.67     3.90
    -2   -0.071   -0.051      0.263  0.006    -0.21   -14.53    58.75    61.99
    -1    0.176    0.326     -0.136  0.010     0.35    -0.82    -3.91     8.16
     2   -0.132    0.030      0.118  0.006     0.56    -2.20    -0.82     4.32
    -3   -0.251   -0.140      0.544  0.199    -6.15    -2.53     3.31     5.35
     2   -0.481   -0.525     -0.207  0.006    -5.13    -2.87    -2.00     3.65
     1   -0.102    0.030      0.062  0.010     0.80     4.26    -1.88     4.34
    -1   -0.084    0.103      0.573  0.010    -0.32     0.54     6.63     8.45
     2   -0.817    0.518     -1.282  0.006    -4.27     4.66    -0.61     1.10
    -1   -1.717   -0.440     -0.948  0.010    -4.32     4.64    -0.77     1.23
    -1   -0.134    0.130      0.137  0.010    -0.74     5.87     1.12     2.16
     1    0.083   -0.249      0.509  0.010    -5.24     1.01     6.13     9.43
    -2   -0.225   -0.273     -0.040  0.006    -4.09    -4.15    -0.35     1.79
     2    0.064    0.002     -0.020  0.006    -0.34    -2.37    10.75    12.60
    -1    0.060   -0.138      0.226  0.010    -2.13    -1.23    -0.48     4.11
    -1   -0.293   -0.150     -0.057  0.010   -19.02    -8.62    -1.43    17.62
    -2   -0.050    0.045      0.606  0.006    -4.37    -1.33     2.58     3.13
     2   -0.469   -1.287      0.382  0.006    -3.08    -4.57     0.03     0.09
    -1   -0.340   -0.955      0.408  0.010    -3.08    -4.57     0.03     0.09
    -2    0.260    0.091     -0.257  0.006    -0.03     3.66    -2.85     4.56
    -1   -0.156   -0.279     -0.240  0.010    -2.42     0.41    -6.38     7.69
    -2   -0.757   -0.966     -2.340  0.006    -2.62     0.24    -6.23     7.50
     3    1.212    0.552      0.403  0.199     1.96     3.06     0.29     2.03
     1    0.243    0.083      0.425  0.010     1.54     4.04     3.10     5.27
     2   -0.133   -0.062      1.720  0.006     0.16    -2.30    46.01    46.58
     2   -0.166    0.326     -0.083  0.006    -0.85     3.32     3.46     6.20
    -2    0.057    0.079      0.007  0.006    -1.99    -1.13    -0.51     4.38
     1   -0.361   -0.026      0.062  0.010    -2.77     4.15     0.79     1.49
    -2   -0.737    0.630      0.024  0.006    -4.07     4.75    -0.38     2.98
    -1   -0.263   -0.343      0.691  0.010    -3.95    -4.03     0.68     1.29
    -2   -0.466   -0.102      0.242  0.006    -4.32    -4.64     0.68     1.54
    -1   -0.958   -0.067     -0.002  0.010    -7.41    -4.76    -0.06     4.44
     1    0.602   -0.138     -0.935  0.010     0.36    -1.68    -3.95     5.25
     3    0.184   -0.048     -0.540  0.199     9.10    -6.65   -37.69    41.69
     2   -0.032   -0.009      0.059  0.006     3.35    -8.06    24.34    26.65
     1   -0.111    0.135      0.246  0.010    -8.61     1.93    11.22    13.25
    -2    0.324    0.255      0.273  0.006    -0.61    -0.75     1.36     5.36
     2    0.073    0.001     -0.073  0.006     7.23    -1.93    -3.82    10.85
     1    0.046    0.005      0.058  0.010     1.14     2.53    -1.72     7.91
     1    0.422   -0.052      0.356  0.010     2.86     1.84     1.72     3.27
    -2   -0.323   -0.556     -0.301  0.006    -4.18     0.38    -3.61     7.34
     4    0.694    0.670     -0.651  1.350     2.05     3.34    -1.93     5.07
    -2    1.178   -0.519     -0.322  0.006     4.77     0.85    -0.11     4.32
    -2    0.067   -0.098      0.233  0.006     0.26    -2.29    10.04    11.27
    -1   -0.115    0.038     -0.320  0.010    -0.67    -0.65   -12.15    13.20
    -2   -0.122   -0.295      0.042  0.006    -3.22    -4.40     0.67     4.00
     3    0.174    0.142     -0.048  0.199    -2.37    -2.39     5.59     6.83
     1   -0.053    0.155     -0.095  0.010    -3.38     4.54     0.05     0.09
     1   -0.011    0.598      0.135  0.010    -3.38     4.54     0.05     0.09
     1   -0.895    1.251      1.452  0.010    -3.38     4.54     0.05     0.09
     1   -0.676   -0.881     -0.782  0.010    -1.44    -3.26    -1.70     3.81
    -2   -0.040   -0.159     -0.906  0.006    -2.39    -1.11    -9.42     9.89
    -2    0.117   -0.348      0.179  0.006    -4.39    -1.69     0.82     1.60
     3    1.043    0.012      0.322  0.199     4.47    -0.96     4.84    11.16
     1   -1.102    0.719      1.033  0.010    -3.92     2.12     0.65     1.30
    -2   -0.978    0.382      0.606  0.006    -3.99     1.79     0.69     1.38
     2    0.025    0.944      0.531  0.006     1.43     4.99     0.19     0.52
    -3    0.005    0.701      0.999  0.199    -0.33     6.31     7.00     8.20
     3   -0.007    0.002     -0.201  0.199    -0.67     2.71    -5.36     9.42
    -1   -0.377    0.144     -0.402  0.010    -3.45     1.53    -6.74     9.72
     2    0.056   -0.074      0.083  0.006     2.04    -1.92     0.34     2.76
    -2    0.005   -0.466     -0.543  0.006     1.38    -2.55    -4.32     5.51
    -2    0.274   -0.986      0.434  0.006    -2.94     2.31     2.23     4.64
     1    1.285    0.438     -0.972  0.010    -1.55     3.22    -0.04     3.88
    -2   -0.385   -0.145     -0.141  0.006    -3.88     2.88    -0.99     4.55
    -1    0.080    0.048     -0.284  0.010    -1.15     1.97    -4.15     5.78
    -2   -0.175   -0.190      0.884  0.006    -2.48     0.50     1.66     2.18
     1    0.133    0.032      0.026  0.010     6.77    -1.53    -0.94     7.20
    -2    0.307   -0.045     -0.023  0.006     1.57     0.54    -0.34     1.81
    -2   -0.387   -0.693     -0.228  0.006     4.92     0.99    -0.12     0.30
     2    0.180    0.156     -0.324  0.006     3.95     1.58   -11.08    11.87
     1   -0.041    0.218      0.135  0.010    -0.85     1.47     6.23     9.60
    -1    0.543   -0.206     -0.882  0.010     1.01    -0.98    -5.13     6.38
    -1   -0.050   -0.304     -0.135  0.010     0.33    -0.41    -2.99     5.82
     2   -0.369    0.141     -0.515  0.006    -2.58     1.82    -0.66     3.29
     3    0.303   -0.882     -2.422  0.199     2.41    -3.82    -1.01     1.30
    -1    0.216    0.026     -0.066  0.010     1.46    -3.59    -1.50     2.49
    -1    0.185    0.235     -0.054  0.010     5.76     3.22    -1.38     3.64
    -2    0.601    0.487     -1.121  0.006     3.99     2.37    -4.68     6.00
    -2    0.259    0.214      0.119  0.006     6.63     4.34     0.51     6.41
     3   -0.143    0.079     -0.081  0.199    -2.65     0.25     1.51     6.71
    -2   -0.124   -0.375      0.558  0.006    -3.02    -1.97     0.91     2.64
     3    0.765   -0.079     -4.296  0.199    -1.22    -2.14    -7.51     8.00
    -2    0.284   -0.381     -0.651  0.006    -0.72    -5.54    -3.35     6.17
     2   -0.084    0.294     -0.221  0.006    -1.20     2.82    -3.22     4.77
    -1   -0.093    0.067     -0.181  0.010     0.07     5.49    -1.04     3.80
    -2   -1.508    0.976      2.516  0.006    -4.34     2.72     0.08     0.10
     2   -1.375    1.039      2.344  0.006    -4.34     2.72     0.08     0.10
    -2   -0.206    0.104     -0.320  0.006    -5.36     4.11    -1.29     1.99
     3   -0.164   -1.167     -0.107  0.199    -4.92     3.84     0.27     1.58
    -1   -0.011    0.005     -0.068  0.010    -3.05    -2.59    -3.37     4.31
     3    0.161   -0.341      0.204  0.199    -0.19     0.96    -3.97     7.13
     2   -0.311   -0.060     -0.040  0.006    -2.06    -4.06     0.33     5.04
    -1    0.007    0.061      0.093  0.010     1.70    -2.52    14.97    16.86
     2    0.564    0.111      0.887  0.006     3.63     3.09     4.83     6.05
    -3    0.451   -0.139      0.358  0.199    14.61    -5.43    13.12    21.99
     3   -1.874    0.552     -0.262  0.199    -4.63     5.35    -0.02     0.10
    -1   -0.048    0.053      0.027  0.010    -4.66     5.45    -0.09     0.23
     2    0.022    0.175     -0.262  0.006     0.74     2.25     0.80     4.04
    -1    0.215    0.197      0.054  0.010    -1.08     3.00     0.39     4.58
     2    0.498    0.072      0.977  0.006     4.24    -1.76     1.59     2.23
    -3    0.302   -0.145     -0.178  0.199     3.35    -1.97    -3.38     6.23
    -1   -0.332    0.279      0.332  0.010    -0.98     1.85     1.17     3.54
     2    0.389    0.107     -0.079  0.006     3.76     1.96    -3.53     6.48
     2    0.054    0.205     -0.490  0.006     2.42     5.93    -9.72    10.27
     2    0.164    0.147      0.229  0.006     1.65     4.27     0.16     0.41
     2   -0.651    0.117     -0.083  0.006    -0.35     1.38    -0.96     3.92
    -2    0.188   -0.030     -0.074  0.006     3.51     3.08    -2.31     6.71
     3   -0.277   -0.101     -0.267  0.199    -2.72     1.71    -3.37     5.81
    -3   -0.139   -0.112     -0.617  0.199    -6.31    -2.61    -5.33     7.27
     2    0.010   -0.008      0.029  0.006    -4.10    -4.38     0.05     1.27
    -2   -0.295   -0.608     -0.241  0.006    -2.14    -6.86    -2.24     6.02
     1    0.210   -0.500      0.177  0.010     0.20    -4.51    -0.83     3.38
     2   -0.002   -0.186      0.251  0.006    -3.16     2.36    -0.68     3.94
    -1   -0.214    0.147     -0.050  0.010    -2.62     3.35    -2.78     3.36
    -2    0.195    0.172      0.379  0.006     1.32     4.92     2.13     3.63
     2    0.045    0.405      0.368  0.006     1.75     4.61     0.28     1.90
    -1   -0.024    0.006     -0.133  0.010    -4.10    -9.06   -13.89    16.80
     2   -0.137   -0.145     -0.338  0.006    -0.99    -0.73    -4.00     6.11
    -1    1.252    0.140      0.824  0.010     8.59    -1.97     2.39     6.70
     2    0.725    0.107     -0.443  0.006     3.02    -3.65    -0.17     0.47
     2   -0.793    0.090      0.367  0.006    -2.13     3.22     0.05     3.25
     1   -0.706    0.164      0.132  0.010    -3.32     2.23    -1.29     3.49
     1   -0.445   -0.020     -1.372  0.010    -3.74     2.76    -4.68     6.00
     2   -0.053    0.587     -0.422  0.006    -2.09     2.91    -1.21     5.56
    -2    0.228   -0.056     -0.111  0.006     1.84     1.33    -0.87     4.83
     1    0.024   -0.188     -0.606  0.010    -3.02    -3.19    -6.96     7.65
    -2   -0.021    0.010      0.050  0.006    -5.26    -2.86    -1.37     2.06
    -1   -1.307    1.221      0.840  0.010    -3.94     3.30     0.04     0.10
     3   -0.248    0.194      0.078  0.199    -4.69     4.17     0.61     1.55
     2    0.146   -0.249      0.026  0.006    -0.37    -2.50     1.88     2.87
    -1   -0.063   -0.099     -0.035  0.010    -2.14    -1.06     1.19     4.29
     1    0.167    0.135     -0.111  0.010    -3.15     1.45     1.12     3.60
     1   -0.481    0.211      0.192  0.010    -4.56    -0.01     1.62     2.25
     1   -0.336   -0.183      1.623  0.010    -3.80     0.38     7.47     8.21
     1    0.028    0.059      0.030  0.010     0.18     5.89     3.86     4.89
    -2   -0.651   -0.556     -0.327  0.006    -3.34     1.74    -0.88     5.08
     1    0.057   -0.112      0.224  0.010     4.03    -0.35     1.22     2.07
    -2    0.402   -0.067     -0.282  0.006     1.63     1.68    -0.26     4.08
    -1    0.191    0.218      1.194  0.010     6.13    -0.24     0.51     0.79
    -1    0.382   -0.356     -0.107  0.010     5.94    -0.60     0.14     0.62
    -2    1.103    0.284      1.048  0.006     6.26    -0.29     0.61     0.99
    -2   -0.043    0.057     -0.047  0.006    -0.30    -1.51    -0.57     6.96
     1    0.530    0.336      0.086  0.010     4.37     0.39    -1.25     3.17
    -2   -0.281    0.259      0.605  0.006    -2.28     2.30     2.64     4.83
    -1   -0.218    0.395      0.854  0.010    -2.87     1.10     7.47     8.96
    -2   -0.053   -0.134     -0.431  0.006     2.77    -0.17    -4.82     8.72
     1    1.248   -0.382      0.208  0.010     5.10    -0.99     1.01     2.44
    -1    0.952   -0.587     -2.282  0.010     3.46    -1.26    -0.15     0.47
    -2   -0.479   -0.621      0.563  0.006    -5.26    -0.14     0.53     1.32
     1   -0.239   -0.355      0.377  0.010    -4.41     0.15     1.01     1.83
    -1    0.145    0.004      0.129  0.010     4.96     3.26     0.02     2.17
     2   -0.687   -0.176      0.618  0.006    -1.14     3.97     2.33     6.37
     1   -0.036    0.004      0.102  0.010    -3.65     1.27     1.16     5.31
    -2    0.450    1.096      0.055  0.006    -0.93     3.21    -0.78     3.17
     1   -0.228    0.370     -0.186  0.010    -3.29     1.73    -0.87     5.08
     1   -0.007   -0.071     -0.130  0.010     1.88     1.89    -6.68    10.91
     1    0.707   -0.554      0.333  0.010    -0.55    -0.99     0.13     0.99
    -2   -0.134   -0.218     -0.631  0.006    -0.67    -3.32    -1.23     2.87
     2   -0.082   -0.195      0.112  0.006    -1.28    -2.49     3.19     6.56
     2    0.670    0.061     -0.075  0.006    -0.29    -2.89     1.87     4.55
     2   -0.245    0.164     -0.097  0.006    -2.52     2.75    -1.65     6.29
     2    0.109    0.082      0.016  0.006    -2.88     0.06     2.89     7.03
     1   -0.057    0.178     -0.177  0.010    -3.28    -0.46    -0.67     3.49
    -1   -0.061    0.546      0.515  0.010    -2.69     2.75     5.63     6.92
    -2    0.046    0.138     -0.817  0.006     1.15     1.36    -7.13     8.92
     1    0.246   -0.048     -0.096  0.010     1.67     4.26    -0.46     1.77
    -3    0.487    0.120      0.235  0.199     3.50     4.70     0.62     1.08
    -3   -1.260    0.862      1.161  0.199     2.88     4.71     0.05     0.10
    -2    0.062    0.450      0.252  0.006     2.26     5.60     0.36     1.23
    -1   -0.151   -0.320     -0.354  0.010    -0.00    -1.58    -0.10     0.39
     3   -0.131   -0.176      0.041  0.199    -0.98    -1.71    -2.97     4.97
     3    0.028   -0.060     -0.345  0.199    -2.22    -0.94   -19.20    21.85
    -1   -0.300   -0.109     -0.378  0.010    -2.99     1.29    -4.58     6.95
     2    0.078   -0.100     -0.013  0.006     1.20    -2.75     2.92     3.96
     2   -0.190   -0.260      0.266  0.006     2.94    -3.45     2.08     5.52
     2   -0.826    0.189     -0.221  0.006     2.06    -3.02    -0.80     1.25
     2   -0.007    0.332     -0.145  0.006    -1.89     2.05    -1.44     5.24
    -1    0.040    0.013     -0.051  0.010     2.99     1.40   -13.46    14.14
     1    0.058   -0.030      0.026  0.010    -1.07    -3.27    -1.69     4.87
    -2   -0.113   -0.098      0.230  0.006    -0.14     0.51     6.02     8.40
    -2   -0.346    0.056     -0.344  0.006   -12.86     5.83    -8.71    14.41
    -1    0.521    0.715      0.555  0.010    -0.73     8.73     2.72     8.16
    -1    0.049   -0.067      0.101  0.010    -2.63     3.97     1.20     4.18
    -2    0.007   -0.079     -0.091  0.006     1.57     0.95    -1.33     7.61
     2   -0.763   -0.076     -0.718  0.006    -4.77     1.46    -1.08     1.78
    -3    0.128   -0.313     -0.466  0.199     0.09    -6.26   -12.11    16.14
     3    1.135   -0.045     -1.756  0.199    -0.61     0.26    -2.77     3.86
    -3    0.493    0.136     -0.600  0.199     4.96     2.25    -4.85     8.00
     3   -0.124   -0.167     -0.508  0.199     0.37     1.61   -12.35    13.13
    -2   -0.133    0.202      0.093  0.006    -2.42     2.19     6.19     8.35
     2    0.431    0.266      0.714  0.006    -1.28    -1.01     2.72     3.52
    -2   -0.239   -0.141     -0.253  0.006    -1.31    -4.23    -4.91     6.89
     3   -0.019   -0.570     -0.260  0.199    -2.29    -5.49    -1.24     2.25
     1    0.346   -0.160      0.130  0.010     0.94    -0.57     1.27     2.28
    -2    0.102   -0.297     -0.793  0.006     1.08    -1.13    -3.23     3.59
    -1   -0.069    0.568      0.295  0.010     0.36    -0.47     6.16     8.53
     2    0.067   -0.214      0.304  0.006    -3.26    -5.99     4.78     7.31
     2   -0.048    0.086     -0.123  0.006    -1.74     5.08    -0.24     1.66
    -2    0.265    0.469     -0.095  0.006    -0.18     5.44    -0.23     1.23
    -1    0.317   -0.030     -0.109  0.010     5.62     2.27    -4.79     9.86
     1    0.218   -0.805     -0.631  0.010    -1.61    -1.55    -2.62     5.49
    -1    0.632   -0.962     -1.098  0.010     0.52    -4.50    -5.64     8.32
     3   -0.136   -0.732      0.075  0.199    -0.59    -2.86     0.08     3.92
    -1    0.920    0.322      0.030  0.010     3.66     4.21    -0.05     1.36
     1   -0.151    0.199     -0.514  0.010     3.03     3.24    -4.17     4.78
     1    0.241   -0.114     -0.067  0.010     4.94    -1.56    -1.50     3.51
    -2   -0.555   -0.097      0.894  0.006    -0.15    -3.42     8.45    11.24
     1    0.026    0.577     -1.045  0.010    -3.48     4.00    -3.87     4.33
    -1    0.471   -0.080      2.196  0.010    -0.28     1.86    11.97    13.42
    -1   -0.029    0.017     -0.035  0.010    -5.55    -2.64    -1.94    10.15
     2    0.034   -0.322     -0.152  0.006     1.00    -2.69    -0.23     4.38
     3    0.017    0.917     -0.684  0.199    -0.97     2.39    -5.56     7.77
    -2    0.278    0.535     -0.688  0.006    -0.95     3.97    -8.81     9.68
    -2   -0.079    0.393     -0.589  0.006    -1.11     3.01    -6.56     8.08
     2    0.138    0.137      0.075  0.006     5.06     0.34     3.29     6.54
    -1    0.071   -0.136     -0.061  0.010     2.19    -1.53     0.50     4.16
     1    0.157    0.259     -0.199  0.010    -0.17     0.09    -2.26     3.79
    -1   -0.021    0.116      0.054  0.010    -4.41     2.63     0.35     3.12
     2   -0.303   -0.037      0.347  0.006    -2.04     2.48     2.91     5.96
     3   -0.105    0.135      0.063  0.199    -3.12     6.03     1.29     5.11
    -1   -0.035    0.510     -0.368  0.010    -0.95     3.26    -0.75     2.61
     3   -0.185   -0.155     -0.293  0.199    -6.28    -1.96    -5.37    10.75
    -3    0.100   -0.417      0.325  0.199    -1.39    -9.88     6.02    14.39
    -2    0.064    0.033      0.019  0.006     0.01     0.18    -5.16     7.39
     3   -0.135    0.403     -0.094  0.199     0.99     4.25    -0.37     3.73
    -1   -0.620    0.214     -0.790  0.010    -5.14    -1.44    -1.47     2.13
     2   -0.246   -0.634      0.125  0.006    -5.43    -3.14    -0.34     2.18
    -2   -0.353    0.074      0.660  0.006    -0.91     4.50     6.02     8.54
     2   -0.476   -0.932     -0.758  0.006     3.50    -2.84    -3.69     8.36
    -1   -0.522    0.387      0.085  0.010    -4.82     2.78     0.24     0.63
    -2   -0.736    0.874      0.631  0.006    -4.37     2.72     0.05     0.11
    -1   -0.184    0.012      0.029  0.010    -5.41     3.33     0.55     1.61
    -1   -0.194    0.070      0.580  0.010    -5.23     4.10     8.16    12.63
     2   -0.000    0.223      0.563  0.006     2.55     3.67     0.97     1.82
    -2   -0.049   -0.133     -0.164  0.006     2.10    -5.60    -4.01     4.63
     1    0.152    0.025     -0.249  0.010     3.21    -4.20    -0.29     0.81
    -3   -0.658   -0.047     -0.116  0.199    -5.73    -1.04    -0.00     1.13
     2   -0.018   -0.225     -0.116  0.006    -4.83    -1.46    -0.19     1.11
    -3   -0.192    0.029     -0.714  0.199    -2.62    -4.07   -11.36    11.83
     1   -0.306   -0.201      0.214  0.010    -2.29    -3.61    -0.01     5.65
     1    0.143    0.082      0.173  0.010     1.74    -1.45     5.30     7.29
    -1    0.543    0.301      0.708  0.010     3.85    -0.19     2.11     3.77
     2   -0.203   -0.139      0.064  0.006    -1.66     0.24    -0.47     2.23
    -1    0.778    0.323     -0.695  0.010     2.47    -0.53    -4.33     6.35
     1    0.008   -0.046      0.017  0.010    -3.03    -6.95     2.61     4.14
    -2    0.009    0.006     -0.133  0.006    -3.87    -3.87    -2.00     2.59
    -1    0.013   -0.111      0.309  0.010     1.28    -7.18     9.23    11.03
    -1    0.570    0.161     -0.047  0.010     5.49    -3.00    -0.70     6.58
    -1   -0.160   -0.173     -0.751  0.010    -0.88    -4.24    -1.39     1.66
     2   -0.218    0.241     -0.177  0.006    -1.53     3.84    -1.48     2.65
    -2   -0.137    0.195     -0.017  0.006    -1.49     6.84    -1.59     4.41
    -2    0.153    0.615      0.759  0.006     0.67     4.95     1.29     2.01
     2   -0.308    0.310      1.654  0.006     0.41     5.05     1.53     2.00
     1    0.210   -0.064      0.159  0.010     0.91    -3.21     5.76     6.69
    -1    0.060   -0.034      0.144  0.010    -0.42    -1.30    -0.68     6.96
     1    0.453   -0.432     -2.036  0.010     1.08     0.09   -10.50    11.80
    -1   -0.212    0.137     -0.297  0.010    -0.81     1.93    -3.23     5.21
    -3   -0.043   -0.617      2.270  0.199    -0.84    -7.97    30.29    31.48
    -1    0.414   -0.341      1.102  0.010     2.34    -2.44     5.30     6.64
    -1    0.014   -0.264      1.808  0.010     0.81    -4.14    34.05    34.48
    -2   -0.051   -0.136      0.328  0.006    -1.92    -3.74     3.03     4.74
     1   -0.046   -0.107      0.055  0.010    -3.84    -3.77     0.39     1.88
     2   -0.040    0.099     -0.073  0.006    -1.93     2.28     1.00     2.84
    -2   -0.687    0.518      0.100  0.006    -3.68     3.69    -0.15     1.86
     1    0.051    0.431     -0.852  0.010     6.80     1.50    -1.96     2.75
     2    0.276   -0.036     -0.191  0.006     5.55     1.53    -0.87     1.96
     2    0.511    0.189      0.441  0.006     6.43     1.62     0.22     2.27
    -3   -0.151   -0.208      0.084  0.199    -4.22     2.45     1.89     3.20
     2    0.296    1.155      0.466  0.006    -3.47     2.63     1.08     2.20
    -1   -0.113   -0.014      0.336  0.010    -2.36    -2.62     2.88     3.85
     1    0.152   -0.378      0.212  0.010    -4.08    -3.55     0.13     2.25
